Sample	bin	fraction_ave	size	strain	Ribosomes
IP_Upf1-FLAG-upf2del	23	0.00796467294005581	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	26	0.00693866921415904	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	44	0.0110375728265293	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	72	0.0115796713451825	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	74	0.0131600376650901	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	76	0.013753630915755	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	93	0.011680550205629	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	6	0.0034841526066622	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	24	0.00849785525776576	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	30	0.00868598597183106	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	40	0.00982822822833226	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	54	0.0115733783650471	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	71	0.0128315721865649	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	78	0.0114350484386688	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	87	0.0137400389987446	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	94	0.0130602722564703	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	4	0.0038936729519389	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	9	0.00491130707511423	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	13	0.0049034739444125	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	14	0.00553365006150018	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	19	0.00650810010366646	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	25	0.00650528854642724	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	59	0.0115204942577813	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	61	0.0127307430608948	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	84	0.0131125492881931	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	41	0.00994462745761517	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	75	0.0141579816765359	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	3	0.00465960943338941	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	7	0.00428979486704855	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	12	0.00521763456736859	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	28	0.0096121975200066	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	55	0.0124072663133115	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	29	0.00854077373285681	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	2	0.0041633576576219	M	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG	55	0.00896166850792679	L	UPF1-FLAG	IP
IP_Upf1-FLAG	90	0.00809703462114991	L	UPF1-FLAG	IP
IP_Upf1-FLAG	99	0.00525678869364461	L	UPF1-FLAG	IP
IP_Upf1-FLAG	98	0.00676158695630562	L	UPF1-FLAG	IP
IP_Upf1-FLAG	10	0.0123872377124985	L	UPF1-FLAG	IP
IP_Upf1-FLAG	11	0.012364418342358	L	UPF1-FLAG	IP
IP_Upf1-FLAG	34	0.0113620632652413	L	UPF1-FLAG	IP
IP_Upf1-FLAG	38	0.0101532050603516	L	UPF1-FLAG	IP
IP_Upf1-FLAG	39	0.0113372548844259	L	UPF1-FLAG	IP
IP_Upf1-FLAG	45	0.00915156094692474	L	UPF1-FLAG	IP
IP_Upf1-FLAG	58	0.00887665869969137	L	UPF1-FLAG	IP
IP_Upf1-FLAG	71	0.00930321927509965	L	UPF1-FLAG	IP
IP_Upf1-FLAG	80	0.00957965880316236	L	UPF1-FLAG	IP
IP_Upf1-FLAG	23	0.0113666791130931	L	UPF1-FLAG	IP
IP_Upf1-FLAG	24	0.0114929059129271	L	UPF1-FLAG	IP
IP_Upf1-FLAG	43	0.0099522787309707	L	UPF1-FLAG	IP
IP_Upf1-FLAG	44	0.00987709828717549	L	UPF1-FLAG	IP
IP_Upf1-FLAG	47	0.0103911092919531	L	UPF1-FLAG	IP
IP_Upf1-FLAG	49	0.0106674555766274	L	UPF1-FLAG	IP
IP_Upf1-FLAG	56	0.0106381372016344	L	UPF1-FLAG	IP
IP_Upf1-FLAG	61	0.00836017046891964	L	UPF1-FLAG	IP
IP_Upf1-FLAG	69	0.00925229152660999	L	UPF1-FLAG	IP
IP_Upf1-FLAG	67	0.00833439385097351	L	UPF1-FLAG	IP
IP_Upf1-FLAG	94	0.00719455515543339	L	UPF1-FLAG	IP
IP_Upf1-FLAG	17	0.0138392374508284	L	UPF1-FLAG	IP
IP_Upf1-FLAG	20	0.0128906335893602	L	UPF1-FLAG	IP
IP_Upf1-FLAG	84	0.00897352899101638	L	UPF1-FLAG	IP
IP_Upf1-FLAG	31	0.0117252724513957	L	UPF1-FLAG	IP
IP_Upf1-FLAG	2	0.00775493742458053	L	UPF1-FLAG	IP
IP_Upf1-FLAG	4	0.0104286361519857	L	UPF1-FLAG	IP
IP_Upf1-FLAG	12	0.0111731818824774	L	UPF1-FLAG	IP
IP_Upf1-FLAG	40	0.0121097804653139	L	UPF1-FLAG	IP
IP_Upf1-FLAG	68	0.00855244056846546	L	UPF1-FLAG	IP
IP_Upf1-FLAG	83	0.00944761244028297	L	UPF1-FLAG	IP
IP_Upf1-FLAG	87	0.0105867722407893	L	UPF1-FLAG	IP
IP_Upf1-FLAG	6	0.0135645688372996	L	UPF1-FLAG	IP
IP_Upf1-FLAG	7	0.0103854528244436	L	UPF1-FLAG	IP
IP_Upf1-FLAG	22	0.0130883955703952	L	UPF1-FLAG	IP
IP_Upf1-FLAG	29	0.0100648245999159	L	UPF1-FLAG	IP
IP_Upf1-FLAG	37	0.0109050802458357	L	UPF1-FLAG	IP
IP_Upf1-FLAG	57	0.00973635311949219	L	UPF1-FLAG	IP
IP_Upf1-FLAG	65	0.00779627785484905	L	UPF1-FLAG	IP
IP_Upf1-FLAG	77	0.00923130071172762	L	UPF1-FLAG	IP
IP_Upf1-FLAG	8	0.0128718893341608	L	UPF1-FLAG	IP
IP_Upf1-FLAG	16	0.0113547057213569	L	UPF1-FLAG	IP
IP_Upf1-FLAG	51	0.010223641112409	L	UPF1-FLAG	IP
IP_Upf1-FLAG	26	0.0089414359535371	L	UPF1-FLAG	IP
IP_Upf1-FLAG	42	0.0081759847568137	L	UPF1-FLAG	IP
IP_Upf1-FLAG	48	0.0137634624608708	L	UPF1-FLAG	IP
IP_Upf1-FLAG	46	0.00967550617245412	L	UPF1-FLAG	IP
IP_Upf1-FLAG	70	0.0116807725904036	L	UPF1-FLAG	IP
IP_Upf1-FLAG	72	0.00903167501416508	L	UPF1-FLAG	IP
IP_Upf1-FLAG	76	0.0104615772352475	L	UPF1-FLAG	IP
IP_Upf1-FLAG	13	0.0130224812216619	L	UPF1-FLAG	IP
IP_Upf1-FLAG	64	0.00937333991747335	L	UPF1-FLAG	IP
IP_Upf1-FLAG	93	0.00781179740255264	L	UPF1-FLAG	IP
IP_Upf1-FLAG	32	0.0102687505480528	L	UPF1-FLAG	IP
IP_Upf1-FLAG	59	0.0113966099808407	L	UPF1-FLAG	IP
IP_Upf1-FLAG	60	0.00887255005945945	L	UPF1-FLAG	IP
IP_Upf1-FLAG	73	0.0083796230143322	L	UPF1-FLAG	IP
IP_Upf1-FLAG	82	0.00850869007252409	L	UPF1-FLAG	IP
IP_Upf1-FLAG	96	0.00746197882914102	L	UPF1-FLAG	IP
IP_Upf1-FLAG	3	0.0112792867788868	L	UPF1-FLAG	IP
IP_Upf1-FLAG	14	0.0108098400465085	L	UPF1-FLAG	IP
IP_Upf1-FLAG	15	0.0138988911647833	L	UPF1-FLAG	IP
IP_Upf1-FLAG	19	0.0113568677015505	L	UPF1-FLAG	IP
IP_Upf1-FLAG	54	0.00879729228744347	L	UPF1-FLAG	IP
IP_Upf1-FLAG	89	0.0109335747509089	L	UPF1-FLAG	IP
IP_Upf1-FLAG	91	0.00648878304265874	L	UPF1-FLAG	IP
IP_Upf1-FLAG	27	0.00989449843926211	L	UPF1-FLAG	IP
IP_Upf1-FLAG	95	0.00760212220039299	L	UPF1-FLAG	IP
IP_Upf1-FLAG	1	0.00578112866243104	L	UPF1-FLAG	IP
IP_Upf1-FLAG	5	0.010733792241205	L	UPF1-FLAG	IP
IP_Upf1-FLAG	9	0.013526217656758	L	UPF1-FLAG	IP
IP_Upf1-FLAG	18	0.0117238973137084	L	UPF1-FLAG	IP
IP_Upf1-FLAG	25	0.0108391869696852	L	UPF1-FLAG	IP
IP_Upf1-FLAG	28	0.0128908995711768	L	UPF1-FLAG	IP
IP_Upf1-FLAG	30	0.014332065154822	L	UPF1-FLAG	IP
IP_Upf1-FLAG	33	0.0099117545538682	L	UPF1-FLAG	IP
IP_Upf1-FLAG	35	0.00920477902853895	L	UPF1-FLAG	IP
IP_Upf1-FLAG	36	0.00963822643631255	L	UPF1-FLAG	IP
IP_Upf1-FLAG	41	0.0182101504208267	L	UPF1-FLAG	IP
IP_Upf1-FLAG	50	0.00994621268025326	L	UPF1-FLAG	IP
IP_Upf1-FLAG	52	0.00950640766742484	L	UPF1-FLAG	IP
IP_Upf1-FLAG	53	0.00785036357306644	L	UPF1-FLAG	IP
IP_Upf1-FLAG	62	0.00822671378001175	L	UPF1-FLAG	IP
IP_Upf1-FLAG	63	0.00734689118451098	L	UPF1-FLAG	IP
IP_Upf1-FLAG	66	0.00837071609903428	L	UPF1-FLAG	IP
IP_Upf1-FLAG	74	0.00948261764195024	L	UPF1-FLAG	IP
IP_Upf1-FLAG	75	0.0105548359676132	L	UPF1-FLAG	IP
IP_Upf1-FLAG	78	0.00892404172372102	L	UPF1-FLAG	IP
IP_Upf1-FLAG	79	0.00818021108750289	L	UPF1-FLAG	IP
IP_Upf1-FLAG	81	0.00998367860294931	L	UPF1-FLAG	IP
IP_Upf1-FLAG	85	0.00735516133693228	L	UPF1-FLAG	IP
IP_Upf1-FLAG	86	0.00842297463643283	L	UPF1-FLAG	IP
IP_Upf1-FLAG	88	0.00907989180914938	L	UPF1-FLAG	IP
IP_Upf1-FLAG	92	0.00896043274873224	L	UPF1-FLAG	IP
IP_Upf1-FLAG	97	0.00614376212068549	L	UPF1-FLAG	IP
IP_Upf1-FLAG	21	0.0150646427824984	L	UPF1-FLAG	IP
IP_Upf1-FLAG	0	0.0038522340329775	L	UPF1-FLAG	IP
IP_Upf1-FLAG	100	0.000244766399815781	L	UPF1-FLAG	IP
IP_Upf1-FLAG-upf2del	12	0.0114766660671145	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	18	0.0115843629059526	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	92	0.00954693687969166	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	84	0.00940630677365496	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	21	0.0145106819268625	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	34	0.0109132566368341	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	36	0.00983835242515497	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	37	0.0104653752163789	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	39	0.010957934002831	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	47	0.0102582551916399	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	49	0.0102108854384758	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	51	0.00969684650221156	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	58	0.00892924887758986	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	60	0.00934710420078736	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	69	0.00929879282908174	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	80	0.00868700594733351	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	82	0.00912579348495613	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	96	0.0072747186430074	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	23	0.0116245557111997	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	43	0.0100075664949198	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	48	0.0120652145431508	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	53	0.00830385295442579	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	55	0.00910821349472743	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	56	0.0109925439229799	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	57	0.0104681065834896	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	61	0.00902102099678941	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	65	0.00786771921537777	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	70	0.0113245414409788	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	72	0.00894000815335802	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	73	0.00843217943638428	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	95	0.00755173208953615	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	98	0.00667828156442299	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	16	0.0115453864389048	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	19	0.0114286704066402	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	20	0.0125033242129896	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	15	0.0132587835070195	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	17	0.0139277795169045	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	22	0.012128678881339	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	27	0.00958362265993886	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	44	0.00967855009416367	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	62	0.00795793652758507	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	74	0.00878799078223119	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	81	0.00990959685658822	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	0	0.00488925041503267	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	2	0.00868413909636065	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	3	0.0123371540930065	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	4	0.0100509797978742	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	5	0.0109603623203796	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	8	0.0124649259745819	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	9	0.0135463192156558	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	10	0.0124021650880314	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	11	0.0123671844358228	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	13	0.0134357559248794	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	25	0.0112336825014775	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	31	0.011317388964474	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	64	0.00941688477768171	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	68	0.00864448264102806	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	76	0.010648702072363	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	83	0.00994174933332313	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	86	0.00885358207036397	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	91	0.00699877507756325	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	6	0.012670294232496	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	7	0.0103575380127786	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	50	0.0100190350639547	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	54	0.0089372129599976	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	75	0.0101835433198223	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	78	0.00983659473979052	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	88	0.00892577572416758	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	28	0.0123294886508535	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	30	0.0132583814801761	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	35	0.00952282332430698	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	40	0.0125374366566089	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	42	0.00820575132358202	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	45	0.00890685286683519	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	52	0.00938289343030054	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	59	0.0102267135190079	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	71	0.009236812121726	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	90	0.0089092667144098	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	97	0.00647668633795531	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	32	0.00982923847130853	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	33	0.0103502046877757	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	38	0.00977757013411479	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	66	0.00860781969314475	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	77	0.00913620681220498	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	93	0.00778609545679632	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	26	0.00952077817077707	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	29	0.0101194960941884	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	41	0.01558802245127	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	63	0.00793865981563644	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	94	0.00722288241356897	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	14	0.0112710729470592	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	79	0.00906601504800812	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	89	0.0104842435211442	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	1	0.00675223817142138	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	67	0.00812598634277568	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	85	0.00779941174032001	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	99	0.00580296801604425	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	24	0.0114998619245546	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	46	0.00964921131306836	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	87	0.0105364806363551	L	UPF1-FLAG/upf2Δ	IP
IP_Upf1-FLAG-upf2del	100	0.000394571424190493	L	UPF1-FLAG/upf2Δ	IP
