sample	length	count_rep1	fraction_rep1	count_rep2	fraction_rep2	count_rep3	fraction_rep3	count_average	fraction_average	Ribosomes	CHX	strain
IP_DE572AA-FLAG	25	38962	0.0118147293243753	56854	0.0124459209694745	36012	0.0115390161139931	43942.6666666667	0.0119332221359476	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	26	53178	0.0161255499207338	74707	0.0163541249141051	48739	0.0156170195040517	58874.6666666667	0.0160322314462969	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	27	155763	0.0472331421321459	207723	0.0454726851504231	124830	0.0399982056400578	162772	0.0442346776408756	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	28	1125868	0.341405104331805	1467113	0.32116601208866	909304	0.291360477299745	1167428.33333333	0.317977197906736	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	29	1087081	0.329643441524337	1534417	0.33589954473244	1062360	0.340402897891307	1227952.66666667	0.335315294716028	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	30	316821	0.0960719254473053	481018	0.105299750464254	367941	0.117896177052059	388593.333333333	0.106422617654539	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	31	80048	0.0242735345453928	124869	0.0273350987711913	95105	0.0304736789825979	100007.333333333	0.027360770766394	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	32	37194	0.0112786058849858	59374	0.0129975746938048	45485	0.0145743682090686	47351	0.0129501829292864	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	33	31755	0.00962929853948816	45711	0.0100066045209774	34568	0.0110763275860412	37344.6666666667	0.0102374102155022	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	34	19974	0.0060568606212482	28418	0.00622099029286464	22549	0.00722518256010305	23647	0.00650101115807196	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	35	10242	0.0031057558066899	14071	0.003080285537719	11291	0.00361787823345264	11868	0.00326797319262051	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	36	7218	0.00218876639452135	9723	0.00212846395304113	8067	0.00258483958101695	8336	0.00230068997619315	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	37	4903	0.00148677218513968	6559	0.00143583205471529	5516	0.00176744454306304	5659.33333333333	0.001563349594306	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	38	3154	0.000956410253300131	4432	0.000970210042155539	3550	0.00113749603478495	3712	0.00102137211008021	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	39	2748	0.000833295934073798	3678	0.000805151745272579	2841	0.000910317249246209	3089	0.000849588309530862	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	40	2516	0.000762944894515894	3152	0.000690004975829029	2644	0.0008471942298511	2770.66666666667	0.000766714700065341	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	41	2158	0.0006543859627843	2690	0.000588868459701805	2362	0.000756835389904803	2403.33333333333	0.000666696604130303	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	42	2343	0.000710484852086939	2692	0.00058930628011794	2435	0.000780226153437	2490	0.00069333909521396	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	43	2473	0.000749905693218524	2952	0.000646222934215512	2578	0.000826046416246648	2667.66666666667	0.000740725014560228	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	44	2516	0.000762944894515894	2767	0.000605724545723009	2816	0.000902306713789977	2699.66666666667	0.00075699205134296	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	45	2908	0.000881813892389594	3242	0.000709706894555112	3237	0.00103720413087292	3129	0.000876241639272544	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	46	3455	0.00104768466238172	3868	0.000846744684805421	3931	0.00125957659513793	3751.33333333333	0.00105133531410836	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	47	2926	0.000887272162700121	3247	0.00071080144559545	3654	0.00117081986228287	3275.66666666667	0.000922964490192815	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	48	2591	0.000785687687476423	2926	0.000640531268805755	3212	0.00102919359541669	2909.66666666667	0.00081847085056629	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	49	2522	0.000764764317952736	2803	0.000613605313213442	3027	0.000969915633040575	2784	0.000782761754735584	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	50	1751	0.000530968406318494	2022	0.000442636440712658	2356	0.000754912861395307	2043	0.000576172569475486	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	51	1458	0.000442119895152692	1819	0.000398197668474938	1958	0.000627385136932093	1745	0.000489234233519908	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	52	1576	0.000477901889410592	2019	0.000441979710088455	1909	0.000611684487437878	1834.66666666667	0.000510522028978975	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	53	2555	0.000774771146855369	4264	0.000933433127200184	3510	0.00112467917805498	3443	0.000944294484036844	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	54	8857	0.00268577223001879	16716	0.00365930303805776	12448	0.00398860581436706	12673.6666666667	0.00344456036081453	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	55	11648	0.00353210736538996	18890	0.00413521383039669	16513	0.00529111887955038	15683.6666666667	0.00431948002511234	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	56	9712	0.00294504006976882	11764	0.00257525968770708	11936	0.00382455004822342	11137.3333333333	0.00311494993523311	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	57	13851	0.00420013900395057	12051	0.00263808691742247	13108	0.00420008395041158	13003.3333333333	0.00367943662392821	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	58	52820	0.0160169909890022	32905	0.0072032403964639	39883	0.0127793674240361	41869.3333333333	0.0119998662698341	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	59	40423	0.0122577589312464	26720	0.00584928075956588	36242	0.0116127130401905	34461.6666666667	0.00990658424366759	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	60	11258	0.0034138448419952	8499	0.00186051785836641	11756	0.00376687419293855	10504.3333333333	0.00301374563110006	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	61	18610	0.00564324502660604	13679	0.0029944727361565	16477	0.00527958370849341	16255.3333333333	0.00463910049041865	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	62	15532	0.00470988080350591	12104	0.00264968915845005	16210	0.00519403118982085	14615.3333333333	0.00418453371725894	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	63	3920	0.001188689978737	3428	0.000750424193255683	4954	0.00158736770600694	4100.66666666667	0.00117549395933321	IP	+	DE572AA-FLAG
IP_DE572AA-FLAG	64	1322	0.000400879630584265	1147	0.000251090008653521	1583	0.000507227105088613	1350.66666666667	0.000386398914775466	IP	+	DE572AA-FLAG
IP_Upf1-FLAG-upf2del	15	6618	0.00181172463428102	6428	0.00268162279062316	4919	0.00205842426555389	5988.33333333333	0.00218392389681936	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	16	13514	0.00369955374851521	11144	0.00464903615101191	9310	0.00389589955525649	11322.6666666667	0.00408149648492787	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	17	12388	0.00339130322899263	9013	0.00376002896886848	8421	0.00352388508644629	9940.66666666667	0.0035584057614358	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	18	9952	0.00272443087947487	6900	0.00287853099802424	6814	0.00285141348759589	7888.66666666667	0.00281812512169833	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	19	9694	0.00265380154196437	6149	0.00256523001548566	6300	0.00263632300731642	7381	0.00261845152158882	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	20	14803	0.00405242667894559	7646	0.00318974608853527	7421	0.00310542111703098	9956.66666666667	0.00344919796150395	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	21	27170	0.00743798100837341	12296	0.0051296256741603	12108	0.00506676174168052	17191.3333333333	0.00587812280807141	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	22	27008	0.00739363235458775	11180	0.0046640545736103	11423	0.00478011392263103	16537	0.00561260028360969	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	23	16469	0.00450850604442038	7304	0.00304707107385059	8426	0.00352597740629336	10733	0.00369385150818811	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	24	17148	0.00469438713034918	9421	0.00393023775831687	11323	0.0047382675256895	12630.6666666667	0.00445429747145185	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	25	27443	0.00751271670271592	16473	0.00687217987397875	19075	0.00798220021659695	20997	0.00745569893109721	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	26	36642	0.0100310084692241	21652	0.00903274683611897	25249	0.010565796763767	27847.6666666667	0.00987651735637003	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	27	87515	0.0239578545435333	55520	0.0231617450739574	69193	0.0289547774357532	70742.6666666667	0.0253581256844146	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	28	630040	0.172477937229134	410588	0.171288447161852	513224	0.214765752239201	517950.666666667	0.186177378876729	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	29	1035050	0.283352309264516	604055	0.251998701740802	653258	0.273364935732304	764121	0.269571982245874	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	30	563525	0.154268982250409	288617	0.120404779863299	260367	0.108954208324755	370836.333333333	0.127875990146154	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	31	196545	0.0538055935697737	97834	0.0408142321247397	77402	0.0323899481606835	123927	0.0423365912850656	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	32	80333	0.0219917308923688	41903	0.0174810267261174	35500	0.0148554709142433	52578.6666666667	0.0181094095109098	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	33	42222	0.0115585732107303	28337	0.0118215844769584	27029	0.0113106626293263	32529.3333333333	0.0115636067723383	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	34	33794	0.00925134818538723	25735	0.0107360862658194	23276	0.00974016735211065	27601.6666666667	0.00990920060110576	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	35	26359	0.00721596398232296	21564	0.00899603513643402	18951	0.00793031068438945	22291.3333333333	0.00804743660104881	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	36	25177	0.00689238306396089	20557	0.00857593648208469	19118	0.00800019416728181	21617.3333333333	0.00782283790444246	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	37	34445	0.00942956407189629	25932	0.010818270411705	25744	0.0107729364286276	28707	0.010340256970743	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	38	46471	0.0127217672226765	31870	0.0132954757836279	34320	0.0143616834303333	37553.6666666667	0.0134596421455459	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	39	93497	0.0255954696481372	72958	0.030436502109254	77594	0.0324702932428112	81349.6666666667	0.0295007550000675	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	40	145868	0.0399324038914027	136650	0.0570074291130453	122174	0.0511254169993455	134897.333333333	0.0493550833345979	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	41	108693	0.0297554828760814	114520	0.0477752709990922	82123	0.0343655165602931	101778.666666667	0.0372987568118222	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	42	63062	0.0172636716359972	78573	0.0327789588561969	47444	0.0198536045649397	63026.3333333333	0.0232987450190446	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	43	32636	0.00893433743795637	43437	0.0181209784001709	23877	0.00999166419772925	33316.6666666667	0.0123489933452855	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	44	14422	0.00394812521541264	19259	0.00803443891173172	10472	0.00438215468771708	14717.6666666667	0.00545490627162048	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	45	8026	0.00219717466224531	10407	0.00434157566615048	6400	0.00267816940425795	8277.66666666667	0.00307230657755125	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	46	5181	0.00141833564977485	6474	0.00270081299727666	4158	0.00173997318482884	5271	0.00195304061062678	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	47	3369	0.000922287744468532	3744	0.00156191595023228	2559	0.00107084929773377	3224	0.00118501766414486	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	48	2525	0.000691236733387665	2603	0.00108591538954451	1816	0.000759930568458195	2314.66666666667	0.000845694230463456	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	49	1986	0.000543681644557585	2073	0.000864810834623805	1572	0.00065782535992086	1877	0.000688772613034083	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	50	1523	0.000416932097009669	1522	0.000634945533187377	1188	0.000497135195665383	1411	0.000516337608620809	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	51	1475	0.00040379175514725	1419	0.000591976157419768	1231	0.000515129146350241	1375	0.00050363235297242	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	52	1459	0.00039941164119311	1502	0.000626601965077161	1319	0.000551953975658788	1426.66666666667	0.000525989193976353	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	53	2617	0.000716422388623968	2420	0.00100957174133604	2477	0.00103653525224171	2504.66666666667	0.000920843127400573	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	54	6838	0.00187195120115044	6510	0.00271583141987505	7064	0.00295602947994972	6804	0.0025146040336584	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	55	8877	0.00243014197318111	8734	0.00364363619373098	9020	0.00377454500412605	8877	0.00328277439034605	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	56	6884	0.00188454402876859	6652	0.00277507075345757	6493	0.00271708655341358	6676.33333333333	0.00245890044521325	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	57	8145	0.00222975175977922	7668	0.00319892401345651	7470	0.00312592585153233	7761	0.00285153387492269	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	58	26863	0.00735393757187835	23495	0.0098016066374753	24374	0.0101996407905287	24910.6666666667	0.00911839499996077	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	59	33061	0.00905068421486321	26136	0.0109033748064292	23887	0.0099958488374234	27694.6666666667	0.00998330261957194	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	60	15577	0.00426431469147709	10704	0.00446547765258717	8679	0.00363184879055544	11653.3333333333	0.00412054704487323	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	61	13916	0.00380960411161297	11486	0.00479171116569659	11183	0.00467968256997136	12195	0.00442699928242697	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	62	15755	0.0043130434592169	12464	0.00519971164628611	11344	0.00474705526904722	13187.6666666667	0.00475327012485008	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	63	7273	0.00199103554927861	5125	0.00213803932824264	3898	0.00163117255278086	5432	0.00192008247676737	IP	+	UPF1-FLAG/upf2Δ
IP_Upf1-FLAG-upf2del	64	3020	0.000826746508843861	2403	0.00100247970844236	1705	0.000713481067853096	2376	0.000847569095046437	IP	+	UPF1-FLAG/upf2Δ
Total_WT	15	25222	0.0224781586126319	1224	0.000490114031596338	854	0.000442590929373578	9100	0.00780362119120059	Total	+	WT + EV
Total_WT	16	30733	0.0273896300310053	3588	0.00143670681811083	2130	0.00110388604164604	12150.3333333333	0.00997674096358739	Total	+	WT + EV
Total_WT	17	27277	0.0243096000506209	3655	0.00146353495546129	2299	0.00119147136607712	11077	0.00898820212405309	Total	+	WT + EV
Total_WT	18	28168	0.0251036702799387	2190	0.000876919713395409	1423	0.00073747879683677	10593.6666666667	0.00890602293005697	Total	+	WT + EV
Total_WT	19	32864	0.0292888036097666	5077	0.00203293213922762	3667	0.00190044606324697	13869.3333333333	0.0110740606040804	Total	+	WT + EV
Total_WT	20	34562	0.0308020822286013	28150	0.0112718218867949	21366	0.0110730653360607	28026	0.017715656483819	Total	+	WT + EV
Total_WT	21	41301	0.0368079624478752	47032	0.0188325515800972	36666	0.0190023876070394	41666.3333333333	0.0248809672116706	Total	+	WT + EV
Total_WT	22	42523	0.0378970239745042	28652	0.011472832706943	23033	0.0119369986841471	31402.6666666667	0.0204356184551981	Total	+	WT + EV
Total_WT	23	35112	0.0312922490368222	12889	0.00516101287029837	10821	0.00560805204537645	19607.3333333333	0.0140204379841657	Total	+	WT + EV
Total_WT	24	38480	0.0342938523278913	13792	0.0055225920945888	10376	0.00537742796625322	20882.6666666667	0.0150646241295778	Total	+	WT + EV
Total_WT	25	47105	0.0419805590931736	18273	0.00731687393738553	13354	0.00692079539912736	26244	0.0187394094765622	Total	+	WT + EV
Total_WT	26	39304	0.0350282113278441	26436	0.0105855020745758	18160	0.00941153545365829	27966.6666666667	0.0183417496186927	Total	+	WT + EV
Total_WT	27	49543	0.04415333487216	86610	0.0346803727749664	57747	0.0299277498811897	64633.3333333333	0.0362538191761054	Total	+	WT + EV
Total_WT	28	203512	0.181372413590276	774473	0.310114448033097	543310	0.281573861636954	507098.333333333	0.257686907753442	Total	+	WT + EV
Total_WT	29	263986	0.235267590972732	964585	0.386239087555028	740769	0.383908243748403	656446.666666667	0.335138307425387	Total	+	WT + EV
Total_WT	30	122804	0.109444444939562	353073	0.14137747669756	313520	0.162483733228576	263132.333333333	0.1377685516219	Total	+	WT + EV
Total_WT	31	34138	0.0304242081800819	83481	0.0334274587187042	84983	0.0440429800362468	67534	0.0359648823116777	Total	+	WT + EV
Total_WT	32	8859	0.00789525046187082	19253	0.00770928549863096	21837	0.0113171640804811	16649.6666666667	0.00897390001366095	Total	+	WT + EV
Total_WT	33	2383	0.00212375909816437	4094	0.00163931931810082	3511	0.00181959807146444	3329.33333333333	0.00186089216257655	Total	+	WT + EV
Total_WT	34	979	0.000872496918633201	1235	0.000494518651161338	914	0.000473686310828397	1042.66666666667	0.000613567293540979	Total	+	WT + EV
Total_WT	35	749	0.000667518071559007	892	0.000357174604725436	691	0.000358115143087989	777.333333333333	0.000460935939790811	Total	+	WT + EV
Total_WT	36	790	0.000704057779080928	443	0.000177386042481354	384	0.000199010441310836	539	0.000360151420957706	Total	+	WT + EV
Total_WT	37	633	0.000564137435643326	280	0.000112117588927267	238	0.000123345013104112	383.666666666667	0.000266533345891568	Total	+	WT + EV
Total_WT	38	616	0.000548986825207407	236	9.44991106672678e-05	152	7.8774966352206e-05	334.666666666667	0.000240753634075627	Total	+	WT + EV
Total_WT	39	551	0.000491058020599483	265	0.000106111289520449	179	9.27678880068742e-05	331.666666666667	0.000229979066042269	Total	+	WT + EV
Total_WT	40	584	0.000520468029092737	194	7.76814723281778e-05	169	8.75853244310711e-05	315.666666666667	0.000228578275283995	Total	+	WT + EV
Total_WT	41	484	0.000431346791234392	204	8.1685671932723e-05	99	5.13073794004499e-05	262.333333333333	0.000188113280855855	Total	+	WT + EV
Total_WT	42	576	0.000513338330064069	100	4.00419960454525e-05	140	7.25558900612424e-05	272	0.000208645405390255	Total	+	WT + EV
Total_WT	43	409	0.000364505862840632	107	4.28449357686341e-05	59	3.05771250972378e-05	191.666666666667	0.000145975974568835	Total	+	WT + EV
Total_WT	44	205	0.000182698537609608	86	3.44361165990891e-05	64	3.31684068851394e-05	118.333333333333	8.34343536979455e-05	Total	+	WT + EV
Total_WT	45	281	0.00025043067838195	60	2.40251976272715e-05	46	2.38397924486939e-05	129	9.94318894859719e-05	Total	+	WT + EV
Total_WT	46	294	0.000262016439303535	69	2.76289772713622e-05	58	3.00588687396575e-05	140.333333333333	0.000106568095104852	Total	+	WT + EV
Total_WT	47	224	0.000199631572802694	64	2.56268774690896e-05	91	4.71613285398075e-05	126.333333333333	9.08065929371969e-05	Total	+	WT + EV
Total_WT	48	304	0.00027092856308937	83	3.32348567177256e-05	51	2.64310742365954e-05	146	0.00011019816468123	Total	+	WT + EV
Total_WT	49	263	0.000234388855567448	94	3.76394762827253e-05	53	2.7467586951756e-05	136.666666666667	9.98319729339765e-05	Total	+	WT + EV
Total_WT	50	249	0.00022191188226728	114	4.56478754918158e-05	52	2.69493305941757e-05	138.333333333333	9.81696961177572e-05	Total	+	WT + EV
Total_WT	51	289	0.000257560377410618	77	3.08323369549984e-05	78	4.04239958912636e-05	148	0.000109605570085627	Total	+	WT + EV
Total_WT	52	331	0.000294991297311123	71	2.84298171922713e-05	87	4.50883031094863e-05	163	0.000122836472537627	Total	+	WT + EV
Total_WT	53	307	0.00027360220022512	299	0.000119725568175903	337	0.000174652392504562	314.333333333333	0.000189326720301862	Total	+	WT + EV
Total_WT	54	341	0.000303903421096958	1508	0.000603833300365423	1626	0.000842684837425572	1158.33333333333	0.000583473852962651	Total	+	WT + EV
Total_WT	55	410	0.000365397075219216	1948	0.000780018082965414	2056	0.0010655350711851	1471.33333333333	0.000736983409789911	Total	+	WT + EV
Total_WT	56	333	0.00029677372206829	1057	0.000423243898200433	1049	0.000543650919101737	813	0.00042122284645682	Total	+	WT + EV
Total_WT	57	293	0.000261125226924952	885	0.000354371665002254	911	0.000472131541755656	696.333333333333	0.000362542811227621	Total	+	WT + EV
Total_WT	58	1122	0.000999940288770635	2964	0.00118684476278721	2609	0.00135213083692701	2231.66666666667	0.00117963862949495	Total	+	WT + EV
Total_WT	59	1165	0.00103826242104972	3211	0.00128574849301948	3019	0.00156461594353493	2465	0.00129620895253471	Total	+	WT + EV
Total_WT	60	441	0.000393024658955303	1043	0.000417638018754069	1184	0.000613615527375078	889.333333333333	0.000474759401694817	Total	+	WT + EV
Total_WT	61	359	0.00031994524391146	1313	0.000525751408076791	1203	0.000623462398169104	958.333333333333	0.000489719683385785	Total	+	WT + EV
Total_WT	62	420	0.000374309199005051	1314	0.000526151828037245	1397	0.000724004131539683	1043.66666666667	0.000541488386193993	Total	+	WT + EV
Total_WT	63	136	0.00012120488348735	474	0.000189799061255445	527	0.000273121100444819	379	0.000194708348395871	Total	+	WT + EV
Total_WT	64	53	4.7234256064923e-05	161	6.44676136331785e-05	198	0.0001026147588009	137.333333333333	7.14388761663338e-05	Total	+	WT + EV
