,T4816,T4816minus,T4819,T4819minus,T4869,T4869minus,T4870,T4870minus,T4902,T4903,T5017,T5019,T5020,T5033,T5034,T5035,T5041,T5042,T5043,T5334,T5337,T5338
YJL122W_mRNA,6042,17092.17,9124.01,15164.98,16341.5,18208.61,7329.83,7587.99,15740.52,13906.65,8963.54,7892.22,6135,5083,6072.73,7911.47,12712,9739.85,11200.49,6977,6735,9197
YMR170C_mRNA,1902.23,5078.09,3678.57,4052.15,4960.53,2951.08,2336.71,1112.31,7518.1,7591.07,4858.55,3818.31,2863.75,4139.67,4482.92,5162.52,3325.83,2777.3,3245.03,4566.48,5127.38,5787.77
YMR169C_mRNA,1119.77,2383.35,2286.44,1869.85,2758.99,1178.92,1240.16,414.78,4175.04,3926.36,3118.45,3070.69,2237.99,4023.33,4638.08,5719.63,1860.17,1525.7,1743,3988.78,3900.62,5024.54
YOR374W_mRNA,4673.56,20035.83,13908,13811.82,13609.01,10055.12,4554.68,3134,14484.94,15196.98,8917,7491.03,6256,7407,8506.03,9553,6368,5479,5835.61,7130.08,6400,7909.15
YER073W_mRNA,16599.38,36327.6,34388.19,29470.54,60142.5,36734.47,25638.34,13241.14,28029.8,27536.1,20401.71,19230.96,14879.74,20298.7,21959.13,26762.75,24574.4,20569.14,22638.51,20090.97,23079.07,22900.89
YPL061W_mRNA,51876.41,175718.92,133566.51,129285.64,208489.5,166355.62,74662.05,61654.52,155087.87,174185,173476.74,149763.89,115581.62,113911.57,133491.24,145899.85,212592.77,177332.92,210190.66,132438.93,146702.27,159098.04
YOR175C_mRNA,7408.98,20960.51,13462.96,18594.98,22282.74,18181.63,9812.9,6618.37,20113.17,20021.06,19466.55,17994,12628.99,13882,15314.12,19414,21309.04,17903.17,21064.78,15700,18755.01,19959.85
YNL148C_mRNA,1227,2646,1845,2068,2743,1675,1105,637,3633.04,3501,3584.11,2498,2188,1718,3689.46,2960,1827.84,1586,1929,3916,3297.73,3502
YBR110W_mRNA,3316.65,8225.26,6122.2,6969.93,10211.54,8056.48,4521.03,2858.73,10642.95,9662.47,7700.85,6364.39,4738.42,6647.43,5793.84,7092.85,10557.98,7697.98,8917.82,6181.16,6716.17,7186.34
YNL048W_mRNA,4197,11314.99,8021.29,9620.28,11214.83,9460,5526,3725.06,12954.21,11759.92,8985.36,7985,6085.99,8417.02,8040,9572,10931.08,8624.99,10383.16,8163,9066.75,10477.36
YNR030W_mRNA,5368.15,16214.36,10257,13586.02,16609.03,15480.3,7390.99,5332.96,15801.38,15872.25,18244.06,16782.81,12480.93,12811.13,14583.92,16953.88,24837.93,20695,23786.87,16616.37,16332,18302.94
YGL047W_mRNA,1015,3217.91,2562.98,2550,3118.2,2607,1646.89,1065.1,3361,3234.15,1161,1025,942,1112,1382,1367,1504,1378,1506,1171,1196,1517
YBR070C_mRNA,1332,3857.42,2942.04,3259.31,3953.05,3531,1971,1423,4838.03,4531.08,1608.06,1355,1098.32,1517.96,1659.69,1863,1925.55,1401.27,1435.16,1436,1390,2735
YGL065C_mRNA,3336.02,7381,6008,6130.13,10621.85,6844.45,4834,2503.01,10276.38,9720.95,7951,7383.98,4769.99,5818.12,5548.53,7439.08,11629,8246.99,9970.03,6520,6490,7735
YBL082C_mRNA,3435,10610.15,6367.78,8548.83,10123.03,8004,3355.92,2187.86,9852.07,11811.88,12862,11989.37,8842.22,8371.62,12810.22,11891.96,9771,8909.01,10102.96,14460,16428,15911.01
YPL227C_mRNA,4675.11,12356.38,8507,10217.92,14633.9,11514.01,6285.68,4662,14847.71,13482.76,9505.01,9606,6767.01,7499,8217,9144,13498.38,10435.97,12176,9408.04,9201,10926.89
YOR002W_mRNA,3992.09,11082.32,7909,9596.47,12836.88,10000.59,5583.37,3229,14142.99,13904.26,19997.25,16110.01,12713.96,17391.37,18385.23,21293.92,22891.02,17990,20830,21160.67,22632.9,20795.37
YBR243C_mRNA,2442.19,7784,5606.89,6146.08,8091.66,7230.31,4043.43,2835,7583,7346.1,7711.38,6314,4972.64,4925,6084,6228.73,9534,7288,8538.01,6546,6676,6987
YOR067C_mRNA,4187.7,11122.88,7252.75,9708,12183.19,10803.38,5369.05,3771.33,11594.92,11049,8367.36,8920.18,5593,6023.2,7079.79,6860,12089.55,9030.76,10959.24,7311,8046.04,8145
YNL219C_mRNA,6716.81,20359.97,13837.44,16944.84,20043.96,18911.12,9706.46,6868.18,19904.4,18370.49,14825.98,15483.75,10362.99,12992,12954,15246,21992.79,16807.42,20632.17,15121,16051.87,17039.54
YGL021W_mRNA,8443.34,13740.22,12595.83,12096.87,22342.89,13846.63,8981,4712.96,22906.78,20638.2,27913.68,21417.81,14247.65,18164.02,20807.7,27224.37,30951.48,25046.12,29517.69,22187,23177.49,24204.14
YBL009W_mRNA,3939.57,8813.54,6483.07,7394.02,13525.86,9816.76,5258.98,3597.66,12286.7,11281.47,12780.18,10527,7280,8982,8818.18,12421.28,19901.54,15121.68,18472.97,9781,10825,13585.01
YML086C_mRNA,8240.37,25665.04,17544.27,21157.12,24652.95,23412.86,11819.06,9048.35,24364.65,23808.38,19171.27,19268.96,13494,14762.53,15282.1,19636.69,25227.07,19999.01,23832.52,15138,16274.42,19298.97
YNL270C_mRNA,385.97,548.88,648.48,445.98,912,368.09,319.99,123,1247.94,1250.99,1128.02,934,759,1071,1314,1260.06,778,610,624,1505,1657,1681.99
YOL130W_mRNA,12224.24,26813.7,21390.98,22764.34,28563.83,18949.68,12150.9,7448.71,34092.34,33169.41,42251.59,37608.01,26742.55,39605.27,42866.42,51247.61,37509.73,29350.85,34536.21,45325.13,52248.98,54304.26
YFL050C_mRNA,4543.04,8347.74,7479.08,7217.24,10146.47,3828,4480.8,1471.9,16771.97,15517.99,16564.09,13723.99,9818.79,21958.68,21916.1,29576.6,9435,7833,8703,23002.31,26223.91,27449.3
YLR089C_mRNA,6285.64,19041.12,13794.02,15213,17754.97,13293.96,8967.16,7007.91,15966,16333,26752.99,26200,17701.7,17936.44,21267.97,23095.92,37392.62,29272.68,35327.96,22946.81,24238.61,22229.98
YDR111C_mRNA,2287,4918.01,5091.88,4043,6350.99,3745.24,3116,1315,6435.98,6090.11,6181.5,4999.65,4013.45,5104.65,5363,5655.94,8144.22,5976.29,7329.27,5399.33,5822.16,6808.15
YKR021W_mRNA,3817.82,7749.62,7088.86,6554.88,10539.83,6106.26,4386.87,2403,10198.95,9908.97,16341.83,14142.05,9772.7,13157.98,13704.84,18073.79,20221.51,15960.11,19365.22,14687,14909.57,16901.1
YJL084C_mRNA,2263,3701.52,4047.76,3231.45,6914.92,3698.75,2474.11,1170,6313.65,6001.03,17386.06,15840.46,10185.16,13082,13728.16,18685.87,21973.45,17896.52,21975.75,14554,15090.2,16642.89
YGR225W_mRNA,57.51,0,105.62,35.1,254.11,23.68,73.28,37.15,144.88,188.29,153.13,365.06,0,0,244.66,0,0,48.14,0,0,0,255.35
YGR225W_pre-mRNA,230.49,422,293.38,333.9,361.89,209.32,167.72,41.85,783.12,624.71,271.87,20.94,252,373,151.34,733,390,313.86,443,531,394,414.72
YML035C_mRNA,8416.98,21725.11,15516.8,17842.55,25902.92,20966.61,12252.53,8493.69,24595.6,23350.48,21443.35,19051,13808.47,15184.56,15719.75,21192,29950.13,24206.4,28019.04,16686.24,18553.95,21155.18
YDR242W_mRNA,1888,4231,3932,3578,4497.56,1797,1980,680,9917.4,8926.35,7696.6,6799.96,4710.38,10388.04,11074.9,11949,5015.61,3922.83,4389.16,10069.03,12118.41,12646
YBR211C_mRNA,1853,2372,3357,1997.02,5763,2177.11,2401.7,720.01,5498.96,5388.08,4049.75,4126,2260.14,3328.64,2872,4259.08,6044.99,4513,5512,2727.82,3164,3804
YOR378W_mRNA,501.01,931,937,740,1897,1117.99,851,451.11,1329.26,1405.05,1486,863.01,969,702,1126,772,1527,1481,1579,1243,1019.12,1150
YBR158W_mRNA,17297.02,31381.21,29950.99,27260.17,51363.26,30230.84,22022.05,11451.26,51173.8,46961.53,56606.72,46438.73,33044.76,34443.39,41333.01,50385.93,66512.25,53961.85,58452.15,39490.31,42150.36,42041.02
YGL156W_mRNA,1950.97,5647.88,3901,4421.02,3991.03,2300.99,1642,948,6269,6186,4860,3505,2635,5778,5453.73,7220.85,2917,2539,2745,4590,5978.99,6851.01
YJR047C_mRNA,130,240.99,154.74,230.04,650.84,400,340.69,218.06,302,290.05,405.48,335,195.01,123,141,269,717,586.28,760.01,182,345,413
YEL036C_mRNA,7086,15038.84,11756.81,12011.73,20598.71,13461.02,7996.33,5185.57,17240.2,17723.94,23628.11,19883.14,15176.93,14433.83,17999.86,20603.96,27298.97,22973.67,26655.87,19412.08,20960.03,21970.08
YKL047W_mRNA,2954.92,6941,5496.01,5631,8930,6324,4495.33,2320,8976.95,8038,6033.96,4230,3317,4667,4233,5593,7904.88,6321,7282.99,4503,4933,5750
YHR126C_mRNA,5,16,27,17,32,10,15,3,36,21,2,13,0,0,13,6,16,9,6,0,15,22
YPR128C_mRNA,2320.89,6389,4508.84,5076,8094.41,6705,3630,2229,7969,7407.94,5159.8,5095,3670.17,4277,3893,4998,7934,6129.92,7420,4645.05,5089,5302.97
YPR180W_mRNA,2555.98,6429.01,4903.27,5328,7223,5351.23,3366.01,2044.81,7873.8,7614,5152.67,5333,3106.4,4363,4702.64,5818.35,7167,5302.98,6174.7,5112,5367.96,5596
YCL050C_mRNA,6395.54,19055.79,12516.77,15812.36,21548.74,18797.59,8758.59,6048.33,19260,20168.61,39954.32,38941.57,27967.1,28598.24,30419.74,35546.34,57468.02,43380.54,52287.97,34197.87,40010.99,38511.83
YDR530C_mRNA,2557,4784.29,4921.8,3969.08,5610.89,2579.03,2719.97,994,9137.1,8809.04,9025,7316.99,5598,10185.27,11454.99,13625.68,5405,4385.98,4877.35,12476.09,13040,14386
YNL172W_mRNA,7125.96,14467.38,13235.37,12175.8,20994.08,13699.28,9438.07,4941.63,20642.22,18845.57,20521.97,19609.55,12207.61,16386.72,16190.47,21738.77,24283.01,19501.25,23256.02,17707.19,17902.62,21396.39
YDL008W_mRNA,1740.01,4767,3183,4164,4892,3932.93,2163,1544,5001,5053.05,3880,3533,2649,2841,2683,3659,4601.78,3686,4225,2765,3558,4213
YLR127C_mRNA,3059,6169.96,5252.95,4996.17,8422,4819,3813.57,1844.29,10200,8795.89,7761.77,6631.79,4039,5425,5856,7626,8968.35,6601,7911.06,6818.02,8245.09,8037
YDR118W_mRNA,2928.36,5554.09,5342.67,4516.66,8811.75,4557.29,4404.68,1694.23,10154.51,8566.42,4516.77,4861.1,2613.63,4141.76,3605.01,5709.15,5648.58,4212.62,4892.92,3893.67,4223.14,5755.12
YOR249C_mRNA,2750,5480.75,4613,4720,8414.44,4703.64,3756,1651,9560.59,8343.73,5027.07,4037,3046,4230,4175,5402.75,6167.95,4874.99,5355,4191,5101,5501
YLR102C_mRNA,1720.85,3084.59,3091.43,2646.83,4606.14,2527.84,2118.49,1025.48,4576.24,4453.66,2255.71,2434.99,1328.85,1578,1721.21,1726.89,2593.62,2065.78,2507.74,1770,1705.86,2047.91
YBR151W_mRNA,5271.21,18044.47,12073,14051.94,16041.64,15055.35,8194,6491.4,16950.99,15414.86,15082.34,16966.25,12037.99,12290,13876.93,15371,15803.97,12313.72,14151.01,12559,15561,16925.02
YKL103C_mRNA,3860.9,9873.76,7900,8437.9,10775.98,7035.11,4474.96,2430,10169.32,10976.01,9933.97,9350.18,5586.43,5511.99,6994.19,7921.22,8033.32,6952,8244.01,7896.85,8050.91,8660.01
YKL157W_mRNA,16571.29,48584.12,33241.92,41194.95,43145.84,40023.54,22259.4,16059.05,43869.98,43591.95,33709.99,29717.97,21977.27,25455.8,25571.42,34506.11,38629.02,31548.67,37015.04,29160.74,30397.22,33227.98
YKL157W_pre-mRNA,1535.35,11400.43,4133.42,8332.45,10412.36,9193.41,2972.02,1581.51,11877.18,9113.8,7909.93,7962.01,6356.26,7062.17,9523.87,10323.48,7552.92,6287.84,8661.33,8284.48,8850.01,10861.11
YBR286W_mRNA,23997.55,85432.17,51437.99,71321.19,76680.15,76969.57,33275.6,27539.45,63941.29,68917.28,86545.14,77077.61,59792.53,59718.46,65995.53,78156.37,124437.52,99632.39,119495.82,77944.24,85361.7,85579.45
YHR113W_mRNA,4134.63,13299.99,9101,10704.88,13010.41,11432.01,6021,4004,13178.24,12830.05,11399.01,10487,6774.02,8929,9547,12737,11524.24,9460,11219.03,9482.96,10798.49,11905
YDR525W_mRNA,15,24,9,17,20.79,19,10,5,31,30,102,22,41,2,30.61,17,26,33,27,51,29,14
YNL077W_mRNA,1895,3020,3766,2614.02,5161,2893.99,2525.08,952,5570,5521,3776,3872,2822.52,3425,3482,4106,5415.37,4020.01,4721.95,4100,3901.95,4593
YJR005W_mRNA,6058,12222.97,11059.02,10308.1,18805.99,11412.67,8504.99,3913,19977.15,17923.59,19619.09,17489,11473,13275,13967.11,18972.64,25545.58,19726.01,22399,14815.34,16284.68,17652.82
YKL135C_mRNA,6685.02,16496,13395.95,14035.61,20177.18,13543.62,9243.01,4954.91,20648.7,19749.76,20329.06,18403.96,12384.38,15465.99,15462.53,18360.34,24266.91,19266.96,22859.46,15817.95,16893.98,18263.52
YBL037W_mRNA,6712.99,14445.3,12362,11997.4,19413.09,11706.08,8838.03,4104.12,20221.55,18877.96,16364.23,13243.24,9578,12109.93,12883.51,16610.64,20129.12,16008.04,18613.98,12638,13894.99,15735.9
YPR029C_mRNA,8548.74,21823.29,16422.69,18159.13,27926.12,21190.57,12682.73,7656,27343.4,24476.14,20105.82,18530.91,12078.12,15271.43,15624.87,19752.91,29140.2,22085.01,27624.67,16962.98,19106,20880.19
YPL195W_mRNA,12087.73,29206.83,19728.37,24795.33,33752,27573.09,15597.35,10229.58,35135.01,31119.83,21434.75,22673.68,14066.98,17645.6,16050.94,22904.27,27692.88,22271.38,25689.06,17274.94,18783.57,23253.3
YGR261C_mRNA,6696.99,20285.15,12747.79,17156.67,21829.25,19281.26,10070.24,7206.21,20955.84,20007.43,20215.33,19642.98,14076,16949.07,15964,19590.99,31131.14,24317.72,28922.59,16497.92,19801,19763.96
YPL259C_mRNA,4059,8517.24,7737.46,7317,13842.18,8199.66,5958.63,2845.96,13992.69,12883.97,10931.97,9963,6689,8215.03,8050.05,9857.02,16317,12392.42,14488.07,8445,9223,9590.02
YHL019C_mRNA,2779,4868,4461.19,3920,7409.77,3979,3078.58,1464.85,7946.93,7572.4,8307.96,7501,4770,6065,7087.99,8337,8609.02,6639.27,7920,7487.98,7563,8738.99
YBR288C_mRNA,3545.05,9645,6976,7839,12006,9498.92,5335.99,3358.94,12186.01,10772.76,7514,6718.12,4757,5082,5919.94,7834.99,10656.06,7970.01,9457.97,5908,6243.95,7271
YOL062C_mRNA,6285.45,20321.89,13082.56,16624.81,19602.92,15256.95,8340.23,5336,22202.99,22087.84,15514,14020,10360.39,13205.01,13435.88,17921,17466,13785,15644.19,15568.7,15835.97,17329
YKL114C_mRNA,4391.46,11123.12,7490.52,9407.99,12232.28,10720.54,5702.88,4086.03,13208.02,12173.47,5979.66,5178.74,4221.19,4047.35,4745.65,5748.98,7585.54,5863.07,6785.06,5029.28,6130.2,6529.81
YBL019W_mRNA,1931,3755.85,3589.66,3191.6,4699,2314,2292,892,6827.06,5952.63,4614,4479,3040,4789,5014.91,6499,4005,3163.99,3905.9,5711,5959,6833.59
YNL094W_mRNA,6142.5,13592.23,9974.99,12380.62,13784.78,9953.54,6177.39,3671.92,18065.21,17536.72,21820.3,19473.8,13534.54,20929.98,20870.44,24638.22,18874.47,14849.95,17391.52,22450.98,24446.73,23746.92
YIL040W_mRNA,1099,3295,2250,2738.09,3713.96,2624.89,1585.41,831,3872.99,3610,5599.22,3949,3401,2969.99,4558,4107,6852.04,5479.19,6308.12,4053,4294,3851
YJL075C_mRNA,3,5,1,4,7,2,0,0,4,8,10,0,4,0,5,0,5,1,6,17,0,1
YLR170C_mRNA,1341.02,2961.71,2234,2353.82,4039.93,2541,1613,886,4634.98,4427.58,2902,3145,2008,2342,2448,3205,3492.6,2742,3443.99,2685,2862.99,3588.5
YJR058C_mRNA,1414,4672.9,2945,4110,4813.73,3893.19,1808.78,1097,5689.87,5245.34,2540,2858.08,1747,2836,2841.33,3329,2948,2282,2691,2377,2715,3844
YJL024C_mRNA,850.07,2479.56,1305.81,1945.88,2599.53,2247.53,471.16,761.55,2210.07,2724.58,233.28,0,208.78,220.95,506.42,618.24,280.69,401.41,417.9,838.22,0,743.42
YJL024C_pre-mRNA,1384.93,3350.47,2800.19,2996.14,3031.2,2264.47,2133.84,1073.45,4605.95,3357.75,6658.63,6322.02,4208.83,5769.07,6232.21,6720.76,7147.16,5581.56,6331.08,5949.2,8032.83,7208.33
YML022W_mRNA,6947,24934.99,14135.02,19091.51,26322.93,26807.78,11111.99,7878,23343.25,21768.45,13600,14941.2,11426.98,8776,12187,14699.99,19313.09,15342.74,19127.9,12051,11177.76,16477
YDR441C_mRNA,3114,7904,5320,7091.99,8397.76,7111,3522.98,2650,8655,8364.87,9612.99,7294.01,6403.28,5992.53,7848.47,7563.44,12698,9654.89,11120.23,10081.51,10332,9040.13
YNL065W_mRNA,2276,6307.49,2995,5744.99,6318.05,6867,2689,2522,6042.01,5458.95,4434.01,5064.06,3134,4124.99,4127.59,5778,5406,4456,5246.98,4204,4155.8,4571
YPR192W_mRNA,71,202,145,175,164,152,52,23,190,207,260,242,151,92,222,211,168,143,182,171,182,213
YLL052C_mRNA,553.96,1100.6,953.9,1025.7,1647.85,993.22,530.52,308.34,2691.75,3077.39,1175.56,1297.7,1171.25,1225.46,1472.17,1552.77,1407.27,1117.85,1273.37,1630.7,1611.25,2024.24
YBR149W_mRNA,6763.22,23279.73,15675.03,18329.85,18536.99,16727.57,8208.08,6271.23,18538.37,18955.29,13910.84,10855,8434,10864.96,12942,15270.58,12371.71,10645,12282.33,10449.64,10929,11662
YMR041C_mRNA,1238,3254.24,2286,2640,2910.79,2024.63,1147,764.01,3741,3729,2850.54,2733,1757.98,2499,3215.07,3659,3008,2329.99,2899,2811,2365,3288.01
YER036C_mRNA,31183.47,99740.11,63749.76,81247.22,103776.98,102957.91,47965.43,36276.97,89610.56,88727.22,76317.06,87421.62,57968.61,56495.77,61124.23,81537.72,110283.85,89825.81,106961.67,64397.97,66634.18,87283.34
YGL105W_mRNA,32273.14,100779.08,60632.28,86088.25,96546.54,100444.89,43630.51,35732.28,88695.97,89788.3,89037.32,88578.01,60941.74,56492.29,66185.63,76883.9,119489.31,99516.36,120078.48,72962.93,81474.93,82981.7
YIL062C_mRNA,5121.15,14218.62,9890,12580,15754.11,14176.84,6530.83,4859,14917.4,15194.04,14981.93,11655.91,8932,8924,11347,11531,19010,14893.98,17798.85,12600.78,12248.1,12025.18
YLR370C_mRNA,2974.66,7757.03,5193.99,6628,9383.88,8188.03,4025,2747,9465,8686,11992.32,11006.35,7797.98,8439.99,8867,10787,14843.88,11468.53,13320.07,10260.69,9475,10637
YKL013C_mRNA,5614,18224.74,11390,14863.15,17092.56,15813.11,8009.97,6002.61,17452.5,16543.98,12394.99,12405.36,9509.94,11621,10779.83,13320,15424.1,12060.06,13948.87,11243,11202,12235.96
YNR035C_mRNA,5927.99,16036,10980.26,13836.01,18563,15764,7618.69,5317,17072.73,17594.98,16997,15500,10420.98,10322.99,12519.01,15235,21205,17900.07,20119.02,13379,13480.24,14345.5
YBR234C_mRNA,6528.53,20194.64,13377,16870.88,21365.05,20815,9869.2,7634.36,19035.74,19794.59,12929.8,10438.32,9044.74,9225.07,10942,11650,16232.87,13711.01,16168.99,10396,11646.99,13589.7
YHR013C_mRNA,5350,15003.98,10171.97,12617.98,17075.5,15361.12,7358.67,5486.68,15575.99,15308.59,17037.04,16370.11,11602.88,10420.39,12061.46,13161.36,20517.08,17257.53,20390.17,12675.89,14447.11,13872.32
YCR048W_mRNA,3597,8367,5852,6710.28,9347.04,6997.15,3448.99,2281,7082.05,8496.01,11416.94,9516,8108.81,5944,9102.05,10440,11001.51,10103.29,11490.11,10932.43,10401.97,11442.88
YNR019W_mRNA,12919.97,31979.56,23520.85,26489.81,34590.9,20043,14099.36,6606.75,38397.02,38919.61,46505.16,47763.07,30946.83,32461.5,32983.9,42319.33,54026.22,45015.14,55725.98,34538.89,43260.57,43375.76
YDL192W_mRNA,19418.03,72887.87,43172.49,58469.53,70160.86,76846.62,31409.29,25166.43,65889.86,62775.05,37163.14,35793.26,26609.83,28830.39,27098.6,34203.23,56556.53,42074.64,50504.12,33023.82,35578.34,36737.7
YDL137W_mRNA,7253.65,28446.71,16637.64,23410.06,25640.61,28759.01,11261.46,10109.34,24863.71,24907.88,11524.56,10642.12,8247.31,8132.99,7881.9,10428.78,15959.88,12507.71,14382.49,10429.87,9938.65,11680.93
YDL137W_pre-mRNA,394.31,1596.17,1179.94,1431.86,1149.95,1543.85,551.48,596.4,1491.32,1391.89,1486.32,1619.87,1408.9,1517.77,2011.75,1681.21,1383.15,916.64,1451.68,1528.53,2285.46,2140.63
YOR094W_mRNA,1982,3807,3318,3289.72,5451.14,3924.91,2448.88,1437,5773.91,5049.55,2227.01,1773.3,1439.1,1299,1486.9,2270.61,3270,2392.99,2941,1804.35,1714.33,2622
YOL058W_mRNA,1644.7,6594.12,4127,4950,8014.87,7111.51,4183.14,3240,11174.34,11882.15,10260.99,10587,7816,13357,14737.9,20249.11,30061.01,27772,35012.91,15925.11,19306,19239.88
YJL071W_mRNA,2535,6358,4662.4,5228,8842.07,6390,4077.98,2511.03,10067.13,8767.9,6516.97,7524.99,4215,6552,6364.98,8415,8362,6389.02,7636.18,7108,7531,9266.04
YJL088W_mRNA,916,3131.64,1670.15,2551,3957.52,3586.03,1955,1390,4639.96,3774.89,3314.62,3443.97,2089.23,4515.56,3715.73,6463.69,9907.48,8079.13,9946.37,3990.15,4736.76,4705.04
YHR018C_mRNA,8166,16439.01,14810,13241.8,29785.27,18856.84,16242.95,8840.13,38886.85,34809.15,27078.55,30385.06,19348.04,31374,30188.98,43263.23,41142.21,35703.44,43825.24,32598.34,38926.6,45230.77
YER069W_mRNA,7780.99,22266.04,14566.66,19014.28,27589.03,25079.24,14295.05,9541.19,31037.15,27165.73,20090.09,18941,13317,24173.99,24066.27,34052.92,33385.89,27344.59,34094.34,24635.76,28768.33,34248.41
YMR062C_mRNA,2976.07,9953.94,7213.13,8343.52,14356.1,14183.36,7894,5737.34,17134.8,15443.22,10599.82,11453.99,8843.97,11516.43,11703.58,13174.78,20463.22,16280.33,19307.05,11842.83,14960.98,15686.71
YOL140W_mRNA,4439.2,10510.17,8803.54,8436.61,12231.04,8595.71,6342.04,3727.65,16670.08,14586.59,12667.97,11339.57,8167.68,13445.26,14050.85,16632.69,14017.61,10932.98,13197.75,14454.03,15835.83,17070.43
YMR042W_mRNA,1891.67,2966.95,2375,2627.99,4154,2326,1264,655,3800,4594,5046,4572,3272,1989,4390,4106,4405.15,4442.2,5114.68,5213,5204,5345
YML099C_mRNA,4899.82,12409.32,8347.95,10532.06,13980.1,9589.19,5904.88,3397.91,18356.77,16932.24,18496.92,16762.75,12369.98,20010,22382.95,25890.97,17005.46,13065.02,15425.68,22329.12,25924,26347.47
YDR173C_mRNA,1399.83,2323.99,2511.99,1972.34,4319.6,2322.83,1883,897,4171.02,3872.58,2072,1496,1242.09,1415,1466,1625,2531,1776.39,2140.01,1216,1322,1872
YDR376W_mRNA,3288.76,9469,6935.02,7828,10403.01,8574.63,4902.05,3352.01,10652.99,10126.99,7204,7906,5509,6308.98,6580,8302.99,9639,7652,8548,7029.71,6831,8373.81
YGL157W_mRNA,3992.04,11559.28,8818.88,9851.9,11733.24,11101.45,6518.98,4513,14154.92,12706.23,11715.01,10799.08,7647,10029,11716.42,12923,11006.75,8734.99,10225.41,12002.72,12349.26,13143.55
YNL020C_mRNA,1318,2266.18,2639,1816,4324.56,1823,1687,516,3869.4,3981,7629.56,5256.03,3924.4,4231,4881.07,6450.54,9637.88,7486.53,8638.46,5503.88,6233.02,6140.84
YBR164C_mRNA,4243.41,12314.79,7267.98,9802.04,12125.07,11768.01,5486.01,4054.97,12958.12,11666.45,3320,4536,2886.28,3720,3368,5635,5675,4236,4969.99,3258.87,3631.97,5542
YPL051W_mRNA,1503.99,3314,2564,2938.01,4084.91,2887,1872,1164,4440.93,4150.39,3346.65,2972.49,2071,2131,2404,2987.67,4013.74,2967,3548,3223,3238,2856.01
YHL040C_mRNA,2540.86,3866,4173,3623.61,7674.64,4729,2045.97,910,8832,9997.61,11077.99,11690,11073,14790,15514.07,16359.97,16587.53,10847.95,12547,16618.05,17299,17630.16
YHL047C_mRNA,2421.72,4163,3860.7,3569,5777,2929.26,2355,1096,7909,8337,6035,5717.12,4809,8321,8857.1,10857.07,5795.4,3916,4680.24,9400.98,9797,10937.86
YDR127W_mRNA,32475,102826.68,67405.68,87124.8,109824.99,98360.89,54270.49,37008.42,123510.65,117042.3,88769.04,92176.39,68166.89,80864.5,86399.28,103898.15,117306.41,98535.27,121748.94,87463.97,103785.59,110000.47
YDR380W_mRNA,18204.87,20222.05,27150.16,18965.06,41629.22,9431,15824.89,3816.43,46885.51,44608.65,14736,13519.25,7837,8527,15453.89,15671.88,12882.94,11075.7,13129.02,10436.92,9842.97,9629.24
YGL148W_mRNA,16062.58,55099.51,33695.73,44361.84,55821.99,58678.65,23338.66,21314.75,46461.36,51881.72,27540,29105.22,20272.49,18224.04,21558.74,28423.99,38255.62,33652.96,41209.89,24573.59,27846,35387.15
YDR035W_mRNA,10042.32,27706.13,18775.99,23955.32,32296.11,29971.38,15678.5,13011.02,34772.11,32885.75,18399.55,17844.93,12599.03,13355.96,16216,19195.93,25238.23,21198.94,25383.45,17290,20216.3,20513.77
YBR249C_mRNA,18941.39,63532.22,42482.99,52327.24,70176.5,66596.46,33866.26,25150.37,67217.54,67865.87,46643.39,47893.48,36382.36,37972.91,41659.4,51540.68,73510.89,59418.13,69793.25,45412.57,53815.49,58971.67
YPR060C_mRNA,3880.28,10483.8,7327,8550.46,13070,10626,5937,4002,12704.18,11475.02,9436,8531,5611,6373,6876.97,7093.88,14806.74,11150.99,13358,7668,8107,8472.52
YGL202W_mRNA,16484.64,52677.53,34628.94,43957.31,51769.29,49842.46,25584.11,19574.37,53089.36,51014.34,55104.55,60832.03,40317.01,46568.06,47853.03,59831.14,81358.21,68299.13,84026.4,49358.96,58799.87,64403.18
YDR421W_mRNA,3737.14,7875.99,7032.99,6255.68,11191.94,6328,4910,2218,13021.99,12085.17,9181.47,8159.87,5772.85,9372.93,9381.14,11562.15,10263.11,7684.92,9253.08,8919.39,9994.05,11958.27
