,T4816,T4816minus,T4819,T4819minus,T4869,T4869minus,T4870,T4870minus,T4902,T4903,T5017,T5019,T5020,T5033,T5034,T5035,T5041,T5042,T5043,T5334,T5337,T5338
YHL001W_pre-mRNA,2518.01,4605.31,4102.01,3572.83,4969.97,3077.09,2094.71,1444.39,5851.79,5384.91,4636.28,3110.35,2995.25,3083.8,4121.84,4289.85,4815.15,4019.65,4912.4,3865.53,4352.77,4159.96
YLR029C_mRNA,128407.43,455767.36,287593.84,368568.11,429447.79,473467.67,191579.95,170251.19,375185.48,391073.37,251372.02,259095.87,191964.64,180611.12,192104.92,227984.74,393686.51,310188.36,371465.03,207879.41,227948.35,268639.58
YMR121C_mRNA,2173.3,4520.31,3918.74,3420.91,7199.13,4766.72,3200.28,1905.71,6717.67,6519.12,4612.97,4195.85,2933.92,3416.45,4168.83,4437.2,6518.88,5422.11,6161.23,3605.57,3956.28,4871.28
YIL133C_mRNA,31121.8,127652.31,77836.58,106617.95,114822.75,127612.54,54249.61,46635.66,100360.9,103705.13,69286.65,68756.44,55727.86,47700.93,54741.84,59300.91,107491.4,81213.75,96620.38,58328.65,64390.76,69879.97
YIL133C_pre-mRNA,6960.03,9651.41,8093.61,7466.16,10690.73,7848.65,6948.9,4215.58,12360.32,11119.97,7915.69,8910.9,4805.91,6784.94,6363.87,8287.68,9361.43,7646.68,7876.59,7486.12,7974.29,9786.94
YNL069C_mRNA,73113.47,267230.93,174270.47,219309.77,248003.98,281355.85,126574.22,108976.83,216951.47,221207.37,160575.71,169793.07,118867.44,117574.3,119001,146058.98,261942.84,194910.79,223267.47,132811.04,154609.59,166624.79
YNL069C_pre-mRNA,5689.3,5901.67,5675.62,4357.09,6862.87,4529.44,6183.6,2823.36,8006.72,6388.45,5686.91,3188.87,2551.51,3437.47,3974.71,4328.67,6069.16,4693.75,5580.57,4138.8,4306.87,3674.3
YKL180W_mRNA,60445.22,229026.23,138564.3,189596.14,194930.35,226403.28,92768.94,84909.44,166621.33,176610.7,178922.22,174418.2,131053.2,119796.32,133498.36,143066.33,245785.92,186268.8,214298.89,143990.35,168637.39,160514.01
YKL180W_pre-mRNA,747.72,2856.2,1792.24,2196.4,2576.39,2308.58,1181.61,909.75,3036.19,2661.8,2071.86,2203.56,1584.31,1077.18,1706.7,2262.85,2870.2,2127.07,2356.59,1486.13,2094.33,2267.73
YJL177W_mRNA,29378.47,104922.04,65396.97,87499.54,111760.63,123599.19,49183.47,43016.21,92031.62,97687.96,111361.15,107450.85,84555.27,73670.31,79842.59,87674.56,171486.19,129142.14,151225.61,90288.67,106539.75,101403
YJL177W_pre-mRNA,1397.04,3387.25,2405.83,2938.72,3216.52,2623.51,1733.94,1133.12,4338.28,3697.06,2201.17,2781.87,1884.03,2666.9,2651.41,2464.35,3834.86,2665.05,2759.4,2750.66,3128.62,2472.61
YOL120C_mRNA,86905.14,324940.24,197037.31,261272.97,293611.47,327221.25,133819.54,120979.28,242934.2,259797.78,160839.12,161281.33,126642.77,105826.1,129795.03,142156.11,247613.24,199754.4,238177.83,139538.66,142193.95,177265.9
YOL120C_pre-mRNA,1537.48,4691.54,3020.79,3747.42,4622.13,4016.76,2144.78,1847.58,5798,4952.63,2321.86,2104.54,1377.07,1841.29,1404.97,2403.04,2778.35,1941.73,2223.07,1678.64,1516.22,2040.18
YNL301C_mRNA,16872.86,42658.71,32411.19,35226.01,54630.17,42573.71,23832.39,13962.25,46480.21,47253.92,38907.43,40252.38,29888.06,24847.79,30779.85,35640.3,52958.31,43827.12,48739.39,34148.98,34156.73,37106.05
YNL301C_pre-mRNA,1738.12,5379.94,3583.46,4277.27,6700.38,5500.93,3155.31,2363.77,6934.42,5994.67,7888.73,6774.38,4649.53,4749.27,5510.55,6640.72,10691.24,7878.07,9705.5,5918.97,6514.2,6507.51
YBR084C-A_mRNA,82064.06,276984.67,155503.16,239538.12,261106.59,293347.11,109528.06,107280.91,224087.64,234776.6,128291.12,150421.04,106873.63,96745.24,101393.56,131989.24,196272.87,157753.34,187372.16,113108.87,127038.46,156253.84
YBR084C-A_pre-mRNA,3849.11,8416.84,7040.12,6820.65,11016.74,6836.55,5533.52,2905.22,14739.43,12159.45,12413.97,12293.12,7454.35,12737.71,10450.89,14277.75,12483.68,9299.73,11354.89,10424.09,12360.72,13840.36
YBL027W_mRNA,107790.29,323668.62,206422.59,276071.28,323646.8,361217.72,148241.76,136977.16,271704.39,296161.34,100344.99,111151.44,46659.98,81992.33,38454.92,113486.2,174432.22,124085.64,142775.21,64645.22,96737.57,109750
YBL027W_pre-mRNA,2098.08,4066.81,3450.85,3080.75,5513.14,3556.48,2813.13,1359.41,6414.54,5214.44,85963.73,60709.42,104639.25,36098.81,102100.18,35569.39,101862.68,88847.19,99997.19,79630.35,58362.24,61746.06
YPL220W_mRNA,45657.74,191049.5,107830.75,155807.69,182015.73,214820.46,77247.58,72806.48,156822.61,164320.45,87685.51,94929.08,74100.44,67295.47,62661.89,82375.5,151064.2,114350.66,132092.67,69573.49,77206.27,86984.13
YGL135W_mRNA,75434.74,317450.99,172415.8,248501.52,307612.32,331218.28,122079.14,96731.34,259478.18,271588.44,113420.47,120354.53,91945.24,85065.1,87330.67,106334.4,172227.88,134903.42,154032.51,93038.33,101028.83,130195.59
YMR242C_mRNA,42398.87,162131.39,99310.31,138560.08,143524.08,170942,64871.53,63063.57,122018.24,131327.51,146616.02,152848.33,102351.57,95936.92,104161.79,125180.25,239206.41,178409.48,212260.46,119122,136703.66,133150.21
YMR242C_pre-mRNA,2259.81,6093.81,4408.14,4518.18,8539.87,5416.21,3513.04,1679.72,9223.36,8523.53,11490.2,9036.64,8416.36,8955.51,11660.94,10594.67,12812.08,10573.17,11792.56,11654.4,11442.15,12908.45
YOR312C_mRNA,58066.58,221385.48,131813.47,182697.84,201674.73,231709.27,90406.26,81286.55,178898.77,187866.72,133639.25,131613.7,89888.14,93464.87,101671.09,124590.18,241074.61,184441.26,228061.23,123713.2,130605.87,136592.33
YOR312C_pre-mRNA,3495.8,8921.06,5914.85,6680.12,11561.7,7917.93,5601.82,2947.43,12532.83,10525.66,5765.78,4182.6,3910.56,4526.57,5565.5,5374.57,6996.57,6363.11,6520.6,4837.35,4852.13,7025.42
YBR191W_mRNA,56073.94,174778.94,98478.94,160023.09,154228.39,187389.06,66238.61,69784.8,130882.66,145548.85,122750.02,126707.94,88584.61,80684.43,85199.77,96082.93,198247.74,144538.82,170404.42,95248.22,118705.68,98176.72
YBR191W_pre-mRNA,3823.22,15894.5,8767.62,8083.6,17048.07,11135.65,8000.09,2893,17746.38,16159.21,16556.98,19471.21,17632.95,18923.48,22684.82,26699.75,25368.95,25746.08,30986.94,21772.55,13728.11,39528.34
YPL079W_mRNA,36263.47,138666.63,85767.61,115698.44,136768.74,149347.97,54464.83,44208.52,116739.86,131753.64,62595.88,64968.23,44707.86,43436.52,46403.68,55780.37,102950.4,78823.99,93092.21,51261.03,57268.23,63710.26
YPL079W_pre-mRNA,1572.99,4331.46,2683.22,3551.39,4653.94,3823.37,2016.11,1520.56,5753.56,4974.29,1403.39,1566.13,1126.31,1125.74,1185.29,1872.94,2310.45,1636.89,1950.9,1503.24,1335.3,1765.29
YLR061W_mRNA,45315.17,158839.16,90121.66,134013.78,152758.44,170945.82,61976.44,60328.36,130152.79,135404.32,64165.7,58870.44,44215.27,41814.44,46711.89,56858.38,100211.48,79850.47,94839.73,50684.56,56490.21,69992.67
YLR061W_pre-mRNA,5120.02,9829.88,7940.13,7687.31,13151.5,6137.79,6817.34,1831.11,20942.51,17889.18,10604.4,6209.78,10927.37,6249.72,13297.75,6306.03,6926.46,5377.92,5432.77,10573.03,8277.1,8414.39
YFL034C-A_mRNA,3062.13,10291.88,4373.72,8197.26,7427.78,7072.97,2278.06,2083.22,5416.15,6004.59,3462.42,1968.33,1834.86,451.13,3203.98,2969.44,6718.6,6952.95,9640.94,2458.74,1138.44,3166.94
YFL034C-A_pre-mRNA,9236.41,12299.31,17963.34,10087.38,31843.01,7108.03,13639.78,2535.54,42000.31,34792.16,31679.68,27189.93,16608.71,33162.82,31737.59,41024.4,37055.7,29017.48,32220.94,36626.09,37063.56,44112.94
YBL087C_mRNA,31500.06,102048.1,70406.58,82401.31,103762.1,113359.76,50011.12,45458.64,85025.79,91795.91,33348.58,29629.17,26442.64,22162.87,27635.52,27673.03,52097.98,40900.07,49854.16,30895.27,33227.37,33193.78
YBL087C_pre-mRNA,996.27,2683.81,2236.21,2221.09,3020.43,2533.01,1420.96,1116.75,3467.24,3232.57,3919.85,2690.4,2416.63,2784.06,3167.87,3415.36,5576.88,3981.98,4589.02,2953.45,3713.33,3228.95
YER117W_mRNA,47472.07,145375.34,98695.97,118269.85,144690.42,157452.67,66967.34,61925.58,123633.51,131483.1,53606.33,49196.05,43111.09,37701.7,43515.85,44946.36,91134.36,69919.16,83056.53,48553.58,50989.2,52522.06
YER117W_pre-mRNA,2260.66,6689.29,4646.89,5245.5,7243.71,5997.73,3028.61,2276.01,7953.22,7133.66,2927.25,2988.28,2143.68,3197.41,2473.72,3794.7,4386.19,3374.83,3991.99,2613.31,2541.95,3752.11
YGL031C_mRNA,57618.39,177319.77,113444.21,152777.14,174235.07,203345.77,83216.03,76968.7,152600.93,154446.31,103635.3,118414.92,85538.6,81154.08,76371.16,107931.58,167852.49,131102.98,148104.55,79401.64,92418.31,121357.18
YGL031C_pre-mRNA,1584.94,4063.78,2738.12,2995.24,4764.18,3527.2,2102.83,1295.24,5982.81,4894.39,5800.35,3781.04,3073.78,5203.09,4134.41,5332.39,6548.17,5170.24,6096.89,5010.32,4889.62,5358.56
YGR148C_mRNA,44133.78,126356.93,81918.46,113758.95,126048.7,148950.78,59033.74,57632.56,112702.23,113784.57,67959.61,66125.86,52559.71,47232.52,49289.08,63641.19,107084.38,83841.06,97320.18,53869.7,59371.02,74456.95
YGR148C_pre-mRNA,2996.71,7200.51,5242.7,5709.15,9159.72,5269.31,3734.72,1649.03,11256.03,9992.76,14531.54,14039.79,9579.82,11671.76,13320.42,13676.97,13853.94,10672.61,12185.11,13534.38,14611.13,15918.84
YOL127W_mRNA,63543.55,259965.57,149363.57,211447.34,247361.09,284214.61,107875.5,102150.17,206899.9,215094.92,122156.4,129778.69,88746.37,97650.04,98991.31,128518.66,231786.25,179108.81,220830.92,112179.17,130622.43,148274.91
YOL127W_pre-mRNA,5432.55,11271.49,7951.88,8273.8,10281.2,8832.91,7189.97,3639.29,11058.08,11257.01,18262.64,20253.06,20351.12,12479.67,17279.12,16542.5,25239.62,21029.28,24446.15,16459.4,10718.39,16628.37
YLR344W_mRNA,29503.92,90971.45,51219.73,79608.09,88710.53,93114.21,35552.12,32472.5,77569.96,78212,65418.17,59858.27,47240.95,43812.33,49410.3,53401.27,103096.79,77050.61,88825.01,51676.93,55466.88,61250.37
YLR344W_pre-mRNA,1902.53,4343.8,3207.79,3514.91,4966.02,4324.52,2648.74,1524.14,5845.29,5131.93,4950.7,4600.64,3536.65,4924.55,3361.81,4806.79,7228.7,5057.56,6022.52,4114.58,5095.47,4624.46
YGR034W_mRNA,54580.8,193582.52,107550.35,163871.17,192078.37,214308.04,77190.74,69457.98,167179.4,174684.84,74217.51,83658.76,62492.48,56758.93,59493.78,71683.73,116241.55,90103.37,106458.62,60926.89,65715.9,85986.25
YGR034W_pre-mRNA,4347.6,9231.64,6521.75,8631.36,9259.74,7658.79,3681.96,3260.63,11509.03,10295.58,3895.25,3041.33,2297.43,3335.38,3094.91,4340.4,4873.36,3461.98,4254.02,3050.23,3365.15,4508.49
YHR010W_mRNA,57668.42,214709.07,117197.82,180521.63,198929.31,224589.25,79087.77,74115.52,173073.77,184507.01,119636.84,111854.28,83892.63,75828.65,82522.04,98395.64,172570.96,136440.04,164568.34,97456.3,103604.13,115457.62
YHR010W_pre-mRNA,3079.69,6621.91,4312.3,5884.17,6811.91,5951.58,2901.76,2655.51,8024.83,6888.78,5428.05,4612.95,3343.67,3516.91,3667.09,4480.32,6286.15,5027.75,5723.36,3870.4,4434.14,4890.31
YDR471W_mRNA,34001.58,111359.16,69954.16,95374.14,105624.79,107326.71,42272.92,34629.09,92471.48,102974.27,91741.75,104440.51,70539.13,72603.25,67245.34,90986.07,149818.8,111964.31,131607.06,75504.94,85035.63,91201.65
YDR471W_pre-mRNA,3133.71,5594.44,4767.27,4932.84,7308.42,4381.49,3185.56,1953.17,8775.05,7544.33,4079.11,4438.6,2824.88,3902.02,5350.93,5816.35,4343.88,3954.75,4170.78,4177.61,5018.12,6760.77
YGL103W_mRNA,83791.66,273801.72,176831.8,220824.53,278416.69,296931.46,124837.26,106370.13,224384.23,245395,180154.43,213661.61,143810.46,145429.18,145111.09,201596.54,273502.29,211723.94,249776.31,162127.28,175864.24,230288.33
YGL103W_pre-mRNA,22055.45,63923.51,47990.99,53372.23,49631.39,29581.55,20753.42,9407.79,119021.71,109100.06,52568.48,60588.96,42635.71,85392.8,74442.94,97533.6,27228.49,21910.19,23946.8,80301.15,94136.32,129682.1
YFR032C-A_mRNA,19097.9,76674.02,37067.31,60074.43,80596.36,89364.5,28970.7,23370.34,71342.95,73520.16,27865.62,25565.89,26873.43,16880.64,29158.48,23382.21,40207.92,34752.6,40331.1,24691.33,21256.41,32822.28
YFR032C-A_pre-mRNA,1710.51,2819.86,2212.76,2383.51,3215.69,2478.76,1553.47,1067.72,3838.2,3590.62,8827.43,7116.09,6378.76,4842.54,8378.99,5094.14,9697.81,8491.21,9756.71,8925.77,8121.46,7726.54
YFR031C-A_mRNA,56077.08,191686.21,135935.07,154637.05,181378.72,197273.94,81709.87,77902.41,145439.07,161506.56,189242.25,210328.79,144398.54,126487.08,142450.9,174844.51,289388.8,232898.7,282195.19,163813.92,176631.78,193097.91
YFR031C-A_pre-mRNA,8068.39,5702.94,9861.35,3604.11,6917.77,3971.42,11649.04,6921.99,8122.52,6886.08,8562,2897.74,8074.68,4658.37,8567.02,3571.35,6553.96,8102.96,6385.91,6099.78,5389.52,7297.86
YIL018W_mRNA,74422.42,314464.23,209475.85,249720.06,285000.49,316509.9,121798.06,105242.46,214286.39,251230.34,121468.61,138587.82,88433.64,94740.64,80827.35,129234.24,211526.4,166435.51,192818.19,97222.34,113746.42,148728.29
YIL018W_pre-mRNA,11836.03,26428.84,17292.25,17337.72,25816.65,20464.16,17939.88,9678.44,30674.41,23120.78,20808.31,18719.17,18284.34,15856.84,23969.58,18742.78,23189.94,22237.38,27169.35,21449.93,19069.62,23664.08
YOR063W_mRNA,242035.44,830342.82,526043.72,688135.14,830032.88,868479,352922.83,297736.83,690576.58,769729.46,443091.09,464857.36,335792.74,304121.09,332036.66,414788.59,632079.94,510230.16,607509.12,355393.12,411771.66,471394.5
YGL030W_mRNA,29865.65,122501.97,75580.55,94372.76,141539.16,147741.76,56924.19,41572.15,112410.39,118810.02,30943.97,32273.03,29114.9,24263.65,34782.28,34399.96,57755.41,47008.93,57329.9,32904.47,26885.1,47353.65
YGL030W_pre-mRNA,2515.16,6391.73,5372.02,5127.83,6936.1,4285.87,4343.21,2151.26,11605.56,8961.59,16968.8,15419.05,8409.17,16079.32,11905.2,16048.81,19531.29,13520.73,14746.64,15802.36,23383.58,16053.59
YDL075W_mRNA,59811.52,194364.53,120044.44,168210.26,191664.27,225133.16,86274.58,85757.32,168792.47,173673.42,36858.4,39534.98,28292.2,29316.76,28794.47,37675.37,57445.13,44756.93,52907.66,31200.06,34850.66,47017.61
YDL075W_pre-mRNA,1461.86,3961.48,2909.47,3176.5,4391.37,3969.73,2119.9,1444.31,5185.28,4432.12,2859.85,2194.95,1237.44,2092.58,1932.61,2559.56,4177.71,3055.65,3730.35,1715.61,2146.24,2401.45
YLR406C_mRNA,28765.18,84884.07,49935.27,76234.63,82726.81,87431.06,36423.42,32945.96,75827.18,75440.97,38409.23,39376.11,27232.41,26762.74,28031.65,33811.39,61942.76,48149.02,55643.23,32428.02,33090.88,41741.08
YLR406C_pre-mRNA,1793.49,3739.89,3418.04,2975.09,3897.98,2843.13,1981.69,1340.52,4723.33,4651.09,4392.78,5023.32,3269.06,4397.24,4084.36,4490.03,4889.69,4325.08,4750.2,3809.37,5723.1,5030.81
YBL092W_mRNA,95435.31,324148.66,174117.97,276917.67,329776.44,368533.43,129375.22,124507.56,267140.2,288429.79,242004.65,248319.6,194231.51,156719.43,179923.13,198497.88,374916.5,287145.72,333558.16,202283.46,232400.2,228383.4
YBL092W_pre-mRNA,2914.25,8412.53,5263.88,6607.78,8101.58,6629.68,3873.71,2782.24,8817.13,8276.93,7618.7,6712.45,5660.61,4761.14,7161.8,7420.64,10093.76,8804.73,9734.45,7059.13,6986,9436.67
YPL143W_mRNA,47054.56,158227.56,92115.17,136881.41,148073.83,171219.76,64815.16,64126.22,127957.6,138295.83,131706.97,144433.72,101527.41,97115.79,97866.48,130263.75,216550.22,162643.99,193836.76,109511.87,123920.04,144653.43
YPL143W_pre-mRNA,2368.16,6082.75,4191.92,4789.57,7508.66,6019.39,3310.35,2103.52,8538.12,7528.59,5248.6,4989.97,2564.44,3750.98,3967.2,5331.2,6939.91,5467.35,6014.01,4036.25,4354.38,5160.36
YOR234C_mRNA,19681.78,66749.62,40413.94,54125.72,72817.02,68217.11,29043.37,23905.04,60842.05,61147.84,59545.45,62597.72,44408.04,42479.84,40047.29,54039.39,97883.23,73640.87,85294.45,48569.77,54663.49,55480.47
YOR234C_pre-mRNA,1553.14,3420.94,2793.68,2739.22,3974.46,3217.4,1962.51,1193.35,4639.24,4184.93,2231.01,1415.9,1711.75,1789.18,1697.24,2024.29,3265.41,2589.57,2928.61,1464.35,2051.74,2192.52
YER056C-A_mRNA,36642.39,107282.32,64001.59,89332.16,107832.61,117023.81,44370.71,44826.64,99443.98,97019.46,100664.21,108788.08,76888.94,73843.98,81883.25,99638.3,137795.19,108187.67,130164.51,86394.78,92725.47,107990.84
YER056C-A_pre-mRNA,2902.73,4911.74,5316.97,4075.48,6002.24,4644.09,4438.28,2668.23,5833.11,5158.75,7339.58,4971.46,3853.33,6036.7,5644.36,6773.05,8429.5,6935.25,8083.33,6603.42,7972.63,7970.52
YIL052C_mRNA,35460.94,118782.07,75899.66,96382.54,127986.06,140858.25,58488.19,50526.34,108091.49,108935.85,99993.5,117702.81,85685.67,79375.61,84072.8,105861.8,156875.02,119623.52,144372.8,93116.17,92504.52,118099.38
YIL052C_pre-mRNA,2224.75,7104.68,4363.27,5858.08,7286.83,7612.85,3136.65,3081.75,6969.6,6259.59,4108.05,6835.17,3294.35,5565.55,3773.64,6885.6,6156.8,5032.1,5659.63,3313.53,3954.74,6252.96
YDL191W_mRNA,33716.77,162015.63,86706.13,127645.72,153766.04,177217.65,64583.14,53229.95,140923.39,137991.07,48961.96,34633.47,16572.02,43349.83,21331.53,52982.85,102390.52,71552.74,89926.63,33709.42,45041.83,54600.67
YDL191W_pre-mRNA,2427.38,6712.03,4321.44,4999.75,7934.8,4980.58,3346.53,1803.75,9310.67,7712.57,28522.39,58344.12,45000.45,20803.68,45015.63,28109.76,33082.52,30777.35,34288.6,33088.91,27994.18,37112.13
YDL136W_mRNA,58295.3,133305.37,91383.68,121299.46,131755.49,143755.4,61088.44,64925.81,117658.68,118767.41,67228.82,72585.25,51567.08,50934.43,52079.28,62554.78,112798.79,85320.68,100314.32,55096.6,62551.47,73019.63
YDL136W_pre-mRNA,1466.12,4151.48,3177.8,2958.68,4886.6,3298.08,2382.29,1163.65,5951.27,5109.52,9660.47,11308.13,8798.62,7656.52,8121.21,9076.6,11091.23,9579.72,10527.05,8272.79,10359.12,11372.31
YMR194W_mRNA,10413.43,39155.36,25258.52,33958.95,35971.7,42104.44,17540.47,15085.67,33031.93,32688.67,19033.61,21042.02,14744.41,14638.05,14959.17,16667.32,32477.83,23138.96,26432.17,15572.53,17126.91,15536.45
YMR194W_pre-mRNA,2838.5,6742.8,4941.2,5253.4,8102.94,4612.63,3408.69,1943.71,10053.14,8700.04,6633.52,5009.34,4604.44,4846.59,7127.67,6329.63,7695.01,6482.96,7515.36,7771.24,6384.17,8183.69
YPL249C-A_mRNA,44088.56,123416.87,96400.03,100022.01,126897.48,142886.02,59964.51,57705.6,109704.68,111743.05,133924.42,133932.37,103598.3,78204.99,109057.1,107757.96,180516.52,146035.41,174792.01,116164.49,123721.71,133784.05
YPL249C-A_pre-mRNA,757.36,2175.44,1579.76,1715.26,2205.27,1849.84,865.93,525.78,2511.45,2393.21,2177.36,2398.23,1601.37,1335.67,2135.09,1871.23,2747.95,2084.79,2737.88,2533.56,2194.99,2205.56
YLR185W_mRNA,31164.1,100202.58,58219.73,86335.28,92031.14,102237.9,41690.02,38428.8,80356.58,83701,55726.2,58624.19,43568.17,44133.22,43541.7,60300.36,98820.46,75749.42,90883,49427.13,56020.25,68249.77
YLR185W_pre-mRNA,2878.49,7048.16,4592.14,5565.34,9068.05,5878.51,3806.84,2105.42,10015.94,9182.52,9246.49,9586,8437.74,7841.29,11035.17,9411.8,10191.54,9213.64,10128.73,10226.52,9454.07,14731.66
YDR500C_mRNA,31194.99,97425.6,61133.59,85155.29,97586.31,108548.06,40523.84,37680.89,86985.81,95696.76,58696.46,57704.89,47952.08,43981.04,47400.43,56567.55,99273.53,74858.32,89426.42,51972.8,59525.75,64289.89
YDR500C_pre-mRNA,2266.98,4642.47,3486.03,3950.63,5895.79,3830.49,2444.81,1746.45,6847.32,6140.69,5433.8,5615.95,3788.33,4376.2,5468.06,4256.91,7130.19,5286.05,6374.67,6146.33,5385.52,5510.17
YLR325C_mRNA,49582.08,189203.2,108578.03,161857.26,168901.34,196812.03,78022.07,69169.47,166856.56,156874.92,110273.72,92358.14,79679.5,72263.03,93852.67,77514.49,157020.22,113147.19,130910.67,90709.77,85441.5,92780.64
YJL189W_mRNA,34399.53,127351.63,55305.5,110420.26,122914.6,138967.61,43676.06,40253.93,106051.85,105165.07,51126.19,48003.85,41246.35,31854.76,51531.04,37995.61,92368.37,73928.83,86634.3,50598.17,43660.84,52892.12
YJL189W_pre-mRNA,1859.04,5433.61,3137.76,4178.13,5451.54,4769.56,2519.77,1886.27,5905.14,5372.93,4627.29,4237.08,2702.94,2341.94,3565.01,3347.4,5478.9,4627.27,5423.67,3199.37,3071.81,4140.58
YIL148W_mRNA,57735.42,218314.71,132412.32,187831.91,204883.64,238755.14,85495.81,77124.73,169695.82,188266.31,143745.76,156914.98,104927.38,110564.21,106358.53,134351.65,252327.51,191116.47,231595.54,124360.94,138088.33,143491.89
YIL148W_pre-mRNA,2483.99,15928.73,6347.28,8493.98,11774.89,8761.84,5495.18,2874.71,14455.88,10216.52,5538.52,3910.8,6054.41,4784.98,6662.66,6317.41,5627.38,4398.38,5174.23,4366.12,4431.94,9413.13
YKR094C_mRNA,45949.49,176001.77,96570.44,151301.49,156045.36,173259.12,64852.55,55237.1,139579.41,144230.2,93059.85,102778.98,71058.72,73144.47,74776.16,89635.2,174579.77,133774.06,161688.28,85396.79,91085.04,104476.17
YKR094C_pre-mRNA,1682.61,4144.08,2734.86,3218.93,4562.68,3100.71,2101.28,1257.92,5478.39,4447.5,2226.19,1520.33,2488.55,1875.79,3576.32,3144.63,2900.3,2510.78,3034.3,2857.74,2390.02,3316.36
YDL184C_mRNA,24091.55,109123.19,56684.18,93694.11,96593.69,122580.57,39295.96,32344.68,105604.35,99044.05,24307.58,25823.35,17345.99,27377.47,19157.57,27750.45,50636.01,33437.63,37524.02,21653.93,23553.45,33518.59
YDL133C-A_mRNA,33968.7,74710.61,41910.94,64270.37,58937.26,68953.24,34459.55,27745.16,73127.02,63406.64,17772.2,17283.34,14609.26,17329.42,17661.46,20328.35,22456.67,17608.46,19904.01,16333.18,15330.59,28353.76
YNL162W_mRNA,28527.03,110612.6,71680.4,86596.66,116863.69,125249.23,49752.63,39715.94,98224.45,106608.73,71648.34,78157.49,59294.75,64055.31,53397.4,74537.03,107979.07,78459.47,90569.18,56110.02,64854.29,70902.33
YNL162W_pre-mRNA,6117.68,10561.37,9358.87,7702.56,17141.66,7626.85,9306.51,3250.82,18131.1,15969.78,15507.57,14668.54,10694.61,11329.8,14697.38,14725.17,18122.93,15602.27,18172.44,15152.24,14863.38,18181.39
YHR141C_mRNA,51544.46,165115.55,100491.15,139173.45,160751.75,177737.9,69123.92,67843.24,138831.72,147570.31,85271,74377.85,64937.1,55892.71,62726.63,66937.6,113103.46,86532.78,97927.48,62913.78,65471.59,78984.45
YHR141C_pre-mRNA,2181.74,5281.04,3785.78,4287.23,6664.91,4837.59,3552.53,1963.67,7266.79,6288.05,6143.69,5211.17,3375.27,5246.31,5004.12,5538.16,8374.17,6582.43,8522.95,5385.91,6253.48,6328.56
YPR043W_mRNA,33742.62,115959.48,73348.62,100129.62,110045.16,129914.77,45560.28,45550.99,93472.89,107394.16,53356.24,63112.04,44860.75,37034.12,39772.5,56132.03,64723.16,58392.1,61723.73,38310.3,44084.98,77943.6
YPR043W_pre-mRNA,3158.29,8915.72,4759.65,6098.12,8970.47,6597.03,4331.16,2666.99,10694.61,9005.6,21130.38,25509,24057.64,17920.74,29841.17,25343.72,41552.96,31336.57,42106.28,24460.13,19324.84,32936.52
YJR094W-A_mRNA,13733.93,65351.44,44165.26,55648.35,57810.25,63789.19,26256.71,20014.89,53079.2,53500.92,39924.51,38839.81,29844.58,33355.06,26866.58,34364.11,72236.65,49861.75,57741.56,33155.36,38706.72,32986.13
YJR094W-A_pre-mRNA,7244.69,15567.62,6176.71,10710.59,13124.77,11594.48,5246.17,3824.01,14838.45,14266.68,9663.91,8215.17,9030.62,4658.12,11628.84,8717.93,9944.22,9331.83,11587.26,8324.71,6262.26,13439.68
YBR031W_mRNA,62760.92,213135.29,124389.48,172061.14,200826.29,212836.07,77480.54,66618.48,149704.1,182554.66,228758.05,253193.04,193567.99,135782.87,181792.42,211489.28,283584.32,252930.77,299067.03,192697.4,211384.93,252986.11
YDR012W_mRNA,55364.61,203680.61,116934.94,171948.14,192507.85,193161.21,62394.41,53357.97,145342.52,179867.73,246894.49,230187.56,184806.11,136497.77,199666.92,193189.8,310100.74,267641.82,319189.72,205301.5,225577.66,219624.35
YPL131W_mRNA,164791.13,544146.41,321774.99,480111.99,486598.27,541083.58,207599.8,189777.2,405476.16,456445.87,367401.4,346405.67,271552.37,224765.8,278091.83,299139.51,541136.44,434044.94,509170.43,305163.83,345441.73,339125.34
YML073C_mRNA,41333.56,144171.17,82730.25,120035.02,145354.01,157032.99,61247.02,55992.21,128564.62,126667.6,111397.6,133096.2,90377.73,94842.98,80497.47,124243.76,180159.34,138834.35,160694.75,89908.21,103032.85,139464.86
YML073C_pre-mRNA,2025.67,4197.99,2998.85,3439.33,5533.05,4033.87,2352.71,1604.03,5687.17,5429.04,7077.98,5357.95,4841.77,5976.23,7343.31,6875.46,9712.91,7753.6,9064.39,7191.41,7120.26,7987.43
YLR448W_mRNA,48114.8,174723.39,101756.29,145676.16,161131.45,181151.08,71883.23,64816.8,139015.4,143580.88,173587.44,183741.88,134406.43,126365.84,133224.36,157483.78,248024.7,189735.02,222345.4,147604.62,164204.12,175453.74
YLR448W_pre-mRNA,3195.31,5939.21,4564.34,4432.9,6959.31,5123.29,3183.33,1983.2,7382.22,6626.84,8060.03,6246.85,5442.18,4673.22,7091.06,6130.6,8085.63,6696.15,7393.5,9073.75,8555.45,6872.9
YGL076C_mRNA,79296.51,307964.86,184128.93,250130.94,285986.18,318403.22,124916.62,103223.04,240970.54,272672.41,133772.36,130815.4,104312.81,91535.52,98989.2,121334,213749.72,168188.97,197411.99,107550.51,125210.81,145977.96
